paperId,title,abstract,year,referenceCount,citationCount,influentialCitationCount,year0_citation_count,year1_citation_count,year2_citation_count,year3_citation_count,year4_citation_count,year5_citation_count,year6_citation_count,year7_citation_count,year8_citation_count,year9_citation_count
822e618bf0c1fc2c085eea3058a19ffcb903eac8,Measurement of the charge asymmetry in the decays KoL ? pe? and KoL ? p?,"The charge asymmetry in semi-leptonic K L 0 decays has been measured in a high statistics experiment using multi-wire proportional chambers. The asymmetry δ = ( N + − N − )/( N + + N − ), where N + and N − are the partial decay rates for K L 0 → π − Q + ν and K L 0 → π + Q − , respectively, is found to be δ L e = (3.41 ± 0.18) × 10 −3 for the K e3 mode, and δ L μ = (3.13 ± 0.29) × 10 −3 for the K μ3 mode. Assuming CPT invariance and the absence of Δ S = −Δ Q transitions, these results lead to a value of the real part of the CP -violation parameter ɛ, Re ɛ = (1.67 ± 0.08) × 10 −3 .",1974,6,21,0,2,1,2,1,0,0,1,0,0,0
52649059f0453f564ab38662fe5de6378008a1fd,SYNTHETIC METHODS AND REACTIONS. 74. HEXAMETHYLDISILANE/IODINE: CONVENIENT PREPARATION OF IODOTRIMETHYLSILANE IN SITU,,1979,1,0,0,0,0,0,0,0,0,0,0,0,0
940cfcb46bffb18adbd68c80053bd7ab0c4b223e,Structure-based virtual screening for fragment-like ligands of the G protein-coupled histamine H4 receptor,"We have explored the possibilities and challenges of structure-based virtual screening (SBVS) against the human histamine H4 receptor (H4R), a key player in inflammatory responses. Several SBVS strategies, employing different H4R ligand conformations, were validated and optimized with respect to their ability to discriminate small fragment-like H4R ligands from true inactive fragments, and compared to ligand-based virtual screening (LBVS) approaches. SBVS studies with a molecular interaction fingerprint (IFP) scoring method enabled the identification of H4R ligands that were not identified in LBVS runs, demonstrating the scaffold hopping potential of combining molecular docking and IFP scoring. Retrospective VS evaluations against H4R homology models based on the histamine H1 receptor (H1R) crystal structure did not give higher enrichments of H4R ligands than H4R models based on the beta-2 adrenergic receptor (β2R). Complementary prospective SBVS studies against β2R-based and H1R-based H4R homology models led to the discovery of different new fragment-like H4R ligand chemotypes. Of the 37 tested compounds, 9 fragments (representing 5 different scaffolds) had affinities between 0.14 and 6.3 μM at the H4R.",2015,111,31,1,6,5,3,3,4,5,5,0,0,0
40dbd792c74fb49e419bd6645d05707d55cbb9be,Rates and Isomer Distribution in the Mercuration of Benzene and Toluene. A Proposed Extension of the Quantitative Relationship Governing Isomer Distribution in Aromatic Substitution1,,1955,0,32,0,0,0,1,0,0,0,1,0,2,0
1157487c09e5aef1461aebb80a203b61a159959a,Stark hyperfine structure of hydrogen bromide,"The ν=0, J=1,2 hyperfine spectra of hydrogen bromide have been measured with a molecular beam electric resonance spectrometer at electric fields of 1500–3500 V/cm. The hyperfine structure parameters were determined for H 79.81Br and D 79.81Br. The quadrupole interaction ratios are The distance derivative of the electric field gradient at the site of the bromine nucleus was determined to be d (q/qe)/d ([R−Re]/Re) =1.556(3). The magnetic octupole interaction of the bromine nucleus was negligible ‖ewΩ‖<0.5 Hz. The electric polarizability anisotropy was measured to be (α∥−α⊥) =0.37(9) A3. The same technique was used for DCl with the result (α∥−α⊥) = 0.23(3) A3. Numbers in parenthesis are uncertainties in the final figures.",1977,14,27,0,0,1,0,1,1,0,1,1,0,0
d9b2ec948168fd8cc79d5bbc901fe3331a1bc6a0,Torso receptor activity is regulated by a diffusible ligand produced at the extracellular terminal regions of the Drosophila egg,"torso encodes a receptor tyrosine kinase (torso) required for anterior and posterior terminal development of the Drosophila embryo. Injecting eggs with in vitro synthesized torso mRNAs revealed that torso activation is governed by an extracellular molecule, presumably the torso ligand, produced at terminal regions of the egg during early embryogenesis. In the absence of torso, the ligand shows no apparent localization, indicating that it is diffusible and normally bound by an excess of torso receptor at the egg poles. Mutant ligand-binding torso proteins can suppress telson formation in a dominant negative manner, suggesting that the ligand is limited in amount. Analysis of torso mutations indicates that torso functions as a tyrosine kinase and that gain-of-function mutations causing ligand-independent activation are located in the extracellular domain.",1992,48,155,6,0,11,15,12,17,9,8,9,4,4
f3338a40d623f3d665fe92b954d8b4d011324f91,"Konstitution des Aldosterons, des neuen Mineralocorticoids","Chemical degradation of the new crystalline mineralocorticoid provisionally called electrocortin has shown that this compound is 11β, 21-dihydroxy-3, 20-diketo-4-pregnen-18-al. In solution this reacts mainly as the 11-hemiacetal. We suggest aldosterone as a definitive name for the compound.",1954,6,73,0,2,3,0,0,0,0,1,0,1,0
a2928588f4e9adf6f1e08ff06697c91bb400ac94,"Synthesis of Optically Pure 2-Substituted 1,3-Propanediol Spiroacetal Derivatives of l-Menthone via Hydroboration-Coupling Sequence",,1992,0,8,0,0,1,0,0,0,0,0,0,0,0
75ca9b26ac09f90fa611b7543b088abce07572d7,"Determination of absolute stereochemistries of arisugacin F and Territrem B, novel acetylcholinesterase inhibitors.",,2001,16,10,0,1,1,2,1,0,0,1,1,1,0
d465869448e56c0d5af0e6d457744ab32ab3f5ae,Addition compounds of alkali metal hydrides. 27. A general method for preparation of the potassium 9-alkoxy-9-boratabicyclo[3.3.1]nonanes. A new class of stereoselective reducing agents,,1985,0,11,0,1,0,0,2,0,0,1,0,0,0
6e1ff7911ca8c88b6397605c1b1f9867f09711fc,Nuclei from Rat Liver: Isolation Method That Combines Purity with High Yield,"A procedure is described that gives almost quantitative separation of clean nuclei from a homogenate of rat liver. It is a modification of methods that use concentrated sucrose solutions rather than citric acid or detergents and, therefore, permits further quantitative fractionation of cytoplasmic components.",1966,13,1423,27,1,8,16,30,24,42,49,45,57,56
6fdf2aae7039a36edcc918d9737826ba7c2c0aa4,Single-spike detection in vitro and in vivo with a genetic Ca2+ sensor,"Measurement of population activity with single-action-potential, single-neuron resolution is pivotal for understanding information representation and processing in the brain and how the brain's responses are altered by experience. Genetically encoded indicators of neuronal activity allow long-term, cell type–specific expression. Fluorescent Ca2+ indicator proteins (FCIPs), a main class of reporters of neural activity, initially suffered, in particular, from an inability to report single action potentials in vivo. Although suboptimal Ca2+-binding dynamics and Ca2+-induced fluorescence changes in FCIPs are important factors, low levels of expression also seem to play a role. Here we report that delivering D3cpv, an improved fluorescent resonance energy transfer–based FCIP, using a recombinant adeno-associated virus results in expression sufficient to detect the Ca2+ transients that accompany single action potentials. In upper-layer cortical neurons, we were able to detect transients associated with single action potentials firing at rates of <1 Hz, with high reliability, from in vivo recordings in living mice.",2008,41,204,9,4,25,27,19,33,24,17,12,10,8
26e3448222638d29cbef5d0bdc2bebb324efd4d2,The microwave spectra of 1-cyanoprop-2-yne HCCCH2CN) and 1-isocyanoprop-2-yne HCCCH2NC,"Abstract The microwave spectra of 1-cyanoprop-2-yne HCCCH 2 CN) and 1-isocyanoprop-2-yne (HCCCH 2 CN) have been assigned in the region 26.5–40.0 GHz. The dipole moments, derived from Stark measurements, 3.61(3) and 3.71(2) D, respectively, are compared with other cyanides and isocyanides, and the rotational constants have been used to derive geometric information.",1988,14,10,1,0,1,1,0,0,0,0,0,0,0
b928d356b575eded4b5aadc9f2dd9886ff2250be,Chlorinations with Sulfuryl Chloride. II. The Peroxide-Catalyzed Reaction of Sulfuryl Chloride with Ethylenic Compounds,,1939,0,36,0,0,0,1,0,1,1,0,0,0,0
5833b9d96e495e00509bc91d597973dcc9d11fa5,"Records of usage or assays in Phyllanthus (Euphorbiaceae). I. Subgenera Isocladus, Kirganelia, Cicca and Emblica.","References to either indigenous uses or the results of controlled assays are numerous for species of Phyllanthus (Euphorbiaceae). These citations have been arranged by subgenus, section, subsection and species and will be published as three separate papers, followed by a paper discussing the apparent clustering of some uses or effects within taxa. This paper, the first of the series, covers the subgenera Isocladus, Kirganelia, Cicca and Emblica.",1990,77,58,0,0,1,1,3,0,3,1,1,2,1
a1c6cc6ec9a571e27a0c34ed078eaa3a0d6a715c,Determination of Pentose Nucleic Acid in Trichloroacetic Acid Extracts of Human Placental Tissue.,,1953,0,12,0,0,0,1,2,3,2,0,1,0,0
5356f167148f01b4d0a92b037ed6cee3a02952ba,Specific binding of a synthetic oligodeoxyribonucleotide to yeast cytochrome c mRNA,"THE investigation of specific messenger RNAs in terms of sequence analysis and of the control of their synthesis, processing, translation and degradation is one of the major interests of modern molecular biology. These studies have been possible so far in only the few cases where a cell type is known to synthesise predominantly one species of protein. Since most mRNAs are chemically similar, differing only in size and sequence, it has been difficult to purify them by conventional methods. Given the amino acid sequence of a protein, one can use the genetic code to deduce a sequence of nucleotides in a specific region of the mRNA and then synthesise an oligodeoxyribonucleotide complementary to that region1–4. We have chosen to investigate the yeast iso-1 cytochrome c mRNA as a model system for the use of synthetic oligonucleotides as specific probes of eucaryotic mRNA structure and function. The genetics of yeast iso-1 cytochrome c has been studied in great detail by Sherman, Stewart and co-workers5,6, who have determined the sequence of 44 nucleotides of the mRNA from the analysis of altered cytochromes produced by a series of double frameshift mutants. In addition, a number of well defined deletion mutants are available within this region. The pentadecadeoxyribonucleotide (15-mer) that we decided to synthesise, 5′–d(A–G–C–A–C–C–T–T–T–C–T–T–A–G–C)3′ is complementary to nucleotides 25–39 of the cytochrome c mRNA (Fig. 1). This sequence was chosen because it is relatively easy to synthesise, should form a very stable hybrid with mRNA, and is close to the 5′ end of the coding region of the mRNA. A known deletion mutation covers this region, yet allows the production of a functional cytochrome c in normal amounts5,6, and thus provides an excellent control for hybridisation experiments. We have been able to show that the synthetic 15-mer does indeed bind specifically to the expected region of the mRNA, and therefore should be useful as a specific probe for the study of this mRNA.",1977,21,34,0,1,5,4,6,3,0,1,2,0,0
0b5be315f96e6af7d4781f61d484abcf83f35d97,"NEUE VIER‐KOHLENSTOFFATOM‐HOMOLOGISIERUNG DURCH RADIKALKETTENRK. VON BUTADIEN‐(1,3)‐MONOXID MIT ORGANOBORANEN, SYNTH. VON 4‐ALKYL‐BUTEN‐(2)‐OLEN‐(1) AUS OLEFINEN DURCH HYDROBORIERUNG",,1971,1,0,0,0,0,0,0,0,0,0,0,0,0
47285e2665a22f43ee742c05a971b059b09391a2,A precise measurement of the average b hadron lifetime,"An improved measurement of the average b hadron lifetime is performed using a sample of 1.5 million hadronic Z decays, collected during the 1991–1993 runs of ALEPH, with the silicon vertex detector fully operational. This uses the three-dimensional impact parameter distribution of lepton tracks coming from semileptonic b decays and yields an average b hadron lifetime of 1.533 ± 0.013 ± 0.022 ps.",1996,25,10,0,2,2,1,2,0,0,0,0,0,0
e08ec7c1064fdd40585be33d29d6acc023b95160,DISTRIBUTION OF RESPIRATORY GASES IN A CLOSED BREATHING CIRCUIT. II. PULMONARY FIBROSIS AND EMPHYSEMA.,,1937,0,14,0,0,2,0,2,0,0,0,0,0,0
4874dcc0eea9c3e144e085ba3e139477c54a2339,Molecular structure of deoxypentose nucleic acids.,"M. H. F. Wilkins, A. R. Stokes, H. R. Wilson: Molecular Structure of Deoxypentose Nucleic Acids",1953,0,244,10,0,0,0,1,0,0,0,1,3,0
a6944851245f4236ef4a70bafee046e22104d7db,Dégradation β-amylatique et arsénolytique de l'amylopectine. Sur les enzymes amylolytiques 20,1. The comparative degradation of amylopectin by potato phosphorylase and wheat-β-amylase have been performed.,1952,24,8,0,0,1,1,1,0,1,1,0,0,0
f352e166eeac2ab9db6e90c3bd0b3aaf3df3a36f,GFP: lighting up life (Nobel Lecture).,"I want to thank the Royal Swedish Academy of Sciences and the Nobel Foundation for this amazing and surprising honor. At first I wondered why I, a biologist and a person with less than enviable college grades in Chemistry, had been selected. Then I realized that this prize had actually been given to the GFP molecule, and I am one of its assistants. Thank you for letting me be part of the celebration of a wonderful tool for visualizing life. Scientific inquiry starts with observation. The more one can see, the more one can investigate. Indeed, we often mark our progress in science by improvements in imaging. The first Nobel Prize, the Physics Prize of 1901, was an “imaging prize”, given to Wilhelm R ntgen for his discovery of X-rays and their astonishing ability to allow the non-invasive viewing of the human skeleton. A few years later the Nobel Prize in Physiology or Medicine was awarded for the development of silver nitrate staining to visualize nerve cells by Camillo Golgi and its improvement and use by Santiago Ram n y Cajal to demonstrate the cellular nature of the nervous system. This research laid the groundwork of modern neurobiology. Over the years, several other imaging techniques and their developers have been honored by the Nobel Foundation, including X-ray crystallography (William and Lawrence Bragg, Physics, 1915), the ultramicroscope (Richard Zsigmondy, Chemistry, 1925), nuclear magnetic resonance (Felix Bloch and E. M. Purcell, Physics, 1952), the phase-contrast microscope (Frits Zernike, Physics, 1953), large-array radio telescopes (Martin Ryle, Physics, 1974), the electron microscope (Ernst Ruska, Physics, 1986), the scanning tunneling microscope (Gerd Binnig and Heinrich Rohrer, Physics, 1986), computer-assisted tomography (Allan M. Cormack and Godfrey N. Hounsfield, Physiology or Medicine, 1979), and, most recently, magnetic resonance imaging (Paul C. Lauterbur and Sir Peter Mansfield, Physiology or Medicine, 2003). My road to imaging was not direct. I had been interested in science from when I was very young, but after a disastrous summer lab experience in which every experiment I tried failed, I decided on graduating from college that I was not cut out to be a scientist. Instead I did a series of somewhat random jobs including teaching high-school chemistry. During the summer break from teaching, I tried laboratory",2009,21,86,0,2,10,4,14,5,10,6,8,8,6
32006ce9b56002804d0bcd1d7ac07b875e8c9e12,Array detectors and extended source used in a double focusing beta spectrometer,Abstract The 50-cm iron-free beta spectrometer at Uppsala has been furnished with an array of close-lying semiconductor detectors and an extended source arrangement. The combined detector and source system increase the amount of information per time-unit more than 100 times. A description of the detector and source arrangements is given together with some applications.,1967,1,8,0,3,2,1,1,1,0,0,0,0,0
793617083bb657f615c4f2ea19247edb12b912fd,A general method for the synthesis of E and/or Z oligoisoprenoids based on Pd-catalyzed homoallyl-alkenyl and homopropargyl-alkenyl cross coupling and Zr-catalyzed carboalumination,"A truly general, versatile, and highly regioselective and stereoselective methodology for the synthesis of terpenoids containing 1,5-diene units of E and/or Z geometry critically involves (a) Pd-catalyzed homoallyl-alkenyl and homopropargyl-alkenyl coupling and (b) Zr-catalyzed carboalumination of alkynes. In each introduction of an E or Z trisubstituted C5 alkene unit, the yield is excellent, and the regioselectivity and stereoselectivity level is >98%. As such, this appears to represent the first general synthetic method accommodating Z alkene units in >95% regioselectivity and stereoselectivity. Its application to some representative terpenoids of both natural and unnatural geometries is discussed.",2000,10,4,0,0,0,1,0,0,0,0,2,0,0
11ac49e2b2691d09294060c53e550740c3feb2a4,A water-soluble pH-triggered molecular switch.,"A bistable donor-acceptor [2]catenane, which is composed of a crown ether containing a hydroquinone unit and a 1,5-diaminonaphthalene unit, interlocked mechanically by cyclobis(paraquat-p-phenylene) as its tetrachloride, exists as a mixture of translational isomers, both in the solid state and in aqueous solution. UV/vis and (1)H NMR spectroscopies demonstrate that this isomeric mixture can be switched in water in the presence of hydrochloric acid to afford a single diprotonated derivative in which only the hydroquinone unit resides inside the cavity of the tetracationic cyclophane. Treatment with 1,4-diazabicyclo[2.2.2]octane resets the molecular switch.",2013,45,59,0,0,10,15,10,8,2,6,5,3,0
36b158ce50f66a68ba79c4dc44bd9ecc8f78ad09,Chromogenic guest-responsive host compounds which allow rapid guest screening,"Azo host compounds undergo rapid and clearly visible colour changes from yellow to bright orange/red on complexation with guest molecules, while no colour change is noted in the absence of complexation. This provides a rapid screening method for potential guest compounds as the first step towards the development of guest specific host compounds for use in sensors relying only on a simple, visible colour change readout mechanism.",2002,9,3,0,0,0,0,0,0,1,0,0,0,1
9e777c1b4580999d2d05f738f2276e3e2139a4e1,The 5HT2 receptor defines a family of structurally distinct but functionally conserved serotonin receptors.,"Serotonin exerts its diverse physiological effects by interacting with multiple distinct receptor subtypes. We have isolated a rat brain 5HT2 serotonin receptor cDNA by virtue of its homology with the 5HT1c receptor. The 5HT2 receptor is a member of the family of receptors that are linked to guanine nucleotide-binding proteins and are predicted to span the lipid bilayer seven times. Overall sequence identity between the 5HT2 and 5HT1c receptors is 49%, but identity within the transmembrane domains is 80%. Expression of both the 5HT2 and 5HT1c receptors in transfected mouse fibroblasts activates phospholipase C signaling pathways and promotes cellular transformation. However, RNA blotting shows that these two receptor subtypes are differentially expressed in the central nervous system. In this manner, structurally and functionally homologous receptor subtypes may elicit distinct physiologic actions.",1990,2,264,4,5,19,17,22,23,22,13,15,7,10
59e03da7753d1d9fe2f25ef77dc959e5db93f7a6,Progress in holography,"In any plane of an optical tract a coherent light wave is completely described by the complex amplitude, that is to say by a two-valued function. It can, however, also be described by a one-valued or real function such as the intensity or photographic density, plus a known, coherent reference wave. This is the basis of wave-front reconstruction or holography. The history of holography is described, and some of its applications, such as holographic interferometry, contour mapping, and 3D pictures in monochrome or in natural colours. Some prospective applications are holographic panoramas and 3D projection of moving pictures. Information and codage are promising applications but are hampered by the phenomenon of `laser speckle'. Finally it is pointed out that holography is a multidimensional type of coding, which can transmit more almost independent data than the number of points contained in the hologram.",1969,12,15,0,0,2,1,2,0,0,0,0,1,1
56ed661192a4a8f7f83a8693fc999afd7eab24be,HIV-1 Nef protein protects infected primary cells against killing by cytotoxic T lymphocytes,"Cytotoxic T lymphocytes (CTLs) lyse virally infected cells that display viral peptide epitopes in association with major histocompatibility complex (MHC) class I molecules on the cell surface. However, despite a strong CTL response directed against viral epitopes, untreated people infected with the human immunodeficiency virus (HIV-1) develop AIDS. To resolve this enigma, we have examined the ability of CTLs to recognize and kill infected primary T lymphocytes. We found that CTLs inefficiently lysed primary cells infected with HIV-1 if the viral nef gene product was expressed. Resistance of infected cells to CTL killing correlated with nef-mediated downregulation of MHC class I (ref. 1) and could be overcome by adding an excess of the relevant HIV-1 epitope as soluble peptide. Thus, Nef protected infected cells by reducing the epitope density on their surface. This effect of nef may allow evasion of CTL lysis by HIV-1-infected cells.",1998,27,1047,47,28,67,65,82,71,45,51,53,46,44
a8b10d75777899113bd829825183b8fa76e39731,Plasticity of Mammalian Monosynaptic Reflexes,,1951,10,43,0,2,1,5,0,1,2,0,0,1,1
11e02041a981a62103bda5b04a5b4ca0dbeb168b,Unified picture of spin-dependent transport in GMR multilayered structures and bulk ferromagnetic alloys,"Abstract We have observed a positive (inverse) CPP-MR in magnetic multilayers of the forms: (a) ( X Y/Cu/Co/Cu) n with X Y being the alloys Fe Cr, Fe V, Ni Cr, Co Cr, and (b) (Z/Cr/NiFe/Cr) n with Z = Fe and Co. For (a) the inverted results arise primarily from spin-dependent scattering in the bulk of the alloy, and are linked consistently to: (1) their magnetization; (2) band-structure calculations and (3) resistivity of bulk alloys. For (b) samples, the inverse MRs arise primarily from the scattering at the Fe/Cr and Co/Cr interfaces . Inverse MR for X/Y interfaces and XY alloys (eg. Fe/Cr and Fe Cr) arises from the similarity of the matching problem of X and Y d levels at interfaces and in alloys. For all X Y the CIP-MR was negative , confirming that CIP-MR is strongly influenced by channeling effect and current inhomogenieties.",1998,5,5,0,0,2,0,0,1,1,0,0,1,0
458c2cf9c3b016eac30ce8607b408bd49408eb38,INTERPRETATION OF THE COBE FIRAS CMBR SPECTRUM,"The cosmic microwave background radiation (CMBR) spectrum measured by the Far-Infrared Absolute Spectrophotometer (FIRAS) instrument on NASA's Cosmic Background Explorer (COBE) is indistinguishable from a blackbody, implying stringent limits on energy release in the early universe later than the time t = 1 yr after the big bang. We compare the FIRAS data to previous precise measurements of the cosmic microwave background spectrum and find a reasonable agreement. We discuss the implications of the absolute value of y is less than 2.5 x 10(exp -5) and the absolute value of mu is less than 3.3 x 10(exp -4) 95% confidence limits found by Mather et al. (1994) on many processes occurring after t = 1 yr, such as explosive structure formation, reionization, and dissipation of small-scale density perturbations. We place limits on models with dust plus Population III stars, or evolving populations of IR galaxies, by directly comparing the Mather et al. spectrum to the model predictions.",1994,0,95,6,3,5,15,10,6,7,6,3,7,3
a4720afe610755422430704d56a430ce250297f6,Fluorescence Behavior of Single‐Molecule pH‐Sensors,"The fluorescence behavior of a well-known pH-reporter molecule diluted in an aqueous gel is described at the single-molecule level. Single copies of the pH-sensitive seminaphthorhodafluor SNARF-1-dextran were immobilized in the pores of agarose gels at different pH in the range 6-9. This probe shows separate emission wavelengths for its protonated and deprotonated forms, such that the ratio between these two emission intensities is a signature of the pH of the surrounding medium. Two-color detection of the time trajectories of single chromophore emission signals allowed characterization of the behavior, molecule by molecule. In particular the distribution of the ratio between the two emission wavelengths, measured over a large number of individual molecules, shows a broadening at pH close to pKa, which cannot be explained by the experimental noise. The observed range of average ratios appears to arise from local inhomogeneities in the environment of the fluorophore which alter the response to local pH.",2000,0,69,0,1,2,5,4,7,5,7,3,2,5
f292b22e2675419c6392a5e55f6b35b1dfc46917,Novel proteinaceous infectious particles cause scrapie.,"After infection and a prolonged incubation period, the scrapie agent causes a degenerative disease of the central nervous system in sheep and goats. Six lines of evidence including sensitivity to proteases demonstrate that this agent contains a protein that is required for infectivity. Although the scrapie agent is irreversibly inactivated by alkali, five procedures with more specificity for modifying nucleic acids failed to cause inactivation. The agent shows heterogeneity with respect to size, apparently a result of its hydrophobicity; the smallest form may have a molecular weight of 50,000 or less. Because the novel properties of the scrapie agent distinguish it from viruses, plasmids, and viroids, a new term ""prion"" is proposed to denote a small proteinaceous infectious particle which is resistant to inactivation by most procedures that modify nucleic acids. Knowledge of the scrapie agent structure may have significance for understanding the causes of several degenerative diseases.",1982,109,4577,180,14,14,24,35,46,28,28,31,34,48
e24a693d05386bda6b734eccbe98d7878a3ba29d,A new optical resolution method of tertiary acetylenic alcohol utilizing complexation with brucine,Abstract Some tertiary acetylenic alcohols were resolved efficiently utilizing complexation with brucine. The crystal structure of 1:1 brucine complex of 1-(o-bromophenyl)-1-phenyl-2-propynol ( 1 d ) was reported.,1981,6,35,0,0,0,2,4,4,1,0,2,1,0
374273bdd1e5add113d23074846dacfbf77ef811,Gas-phase and solution mechanism of the isotope-exchange reaction OH/sup -/ + D/sup 2/ = OD/sup -/ + HD: beam study of the solvated-ion reaction OH/sup -/. H/sub 2/O + D/sub 2/ in the collision energy range 0-2 eV,"The authors' interests have moved away from radiation chemistry into the field of gas-phase ion chemistry-itself a field that was developed from radiation chemistry by radiation chemists. Reaction intermediates are necessarily species of high chemical potential - hard to prepare in a way that will allow them to be identified and characterized. Because radiation chemistry occurs with a large energy deposition, access is provided to high-energy intermediates, facilitating high-energy pathways-generally in a rather indiscriminate way, involving ions, radicals and excited molecules.",1988,0,0,0,0,0,0,0,0,0,0,0,0,0
461c008ca7b989d645cf2204d4b1e26f0bbaa3a3,RF resonance in two-dimensional electron transport in the Wigner solid regime,"Abstract We have measured the small-signal AC response (from 300 kHz to 3 MHz) in the presence of a DC current in the reentrant insulating phase around Landau level filling factor ν = 1 5 in a high quality two-dimensional electron system in GaAs AlGaAs and observed a broad resonance on top of a background that changes from being capacitive at low currents to inductive at high currents. The resonance frequency which shows a sublinear dependence on the DC current, is interpreted as that of the washboard oscillations of the Wigner crystal.",1995,10,5,0,0,1,1,0,0,0,0,0,1,0
fffa68e7e7cbc7517ac2b4969c4b48dd6112810f,A conformational switch in syntaxin during exocytosis: role of munc18,"Syntaxin 1, an essential protein in synaptic membrane fusion, contains a helical autonomously folded N‐terminal domain, a C‐terminal SNARE motif and a transmembrane region. The SNARE motif binds to synaptobrevin and SNAP‐25 to assemble the core complex, whereas almost the entire cytoplasmic sequence participates in a complex with munc18‐1, a neuronal Sec1 homolog. We now demonstrate by NMR spectroscopy that, in isolation, syntaxin adopts a ‘closed’ conformation. This default conformation of syntaxin is incompatible with core complex assembly which requires an ‘open’ syntaxin conformation. Using site‐directed mutagenesis, we find that disruption of the closed conformation abolishes the ability of syntaxin to bind to munc18‐1 and to inhibit secretion in PC12 cells. These results indicate that syntaxin binds to munc18‐1 in a closed conformation and suggest that this conformation represents an essential intermediate in exocytosis. Our data suggest a model whereby, during exocytosis, syntaxin undergoes a large conformational switch that mediates the transition between the syntaxin–munc18‐1 complex and the core complex.",1999,62,711,50,0,34,43,34,36,35,43,35,47,44
92b5764352e6c934eb8fe7b71df7cc9f3ac387f6,Neuroendocrine Basis of Human Disease,"Abstract: This paper is a short review of the traditionally obvious diseases of neuroendocrine origin (diabetes insipidus, Kallman syndrome, etc.), but also of the newly recognized participation of several peptides originally characterized in the hypothalamus and of their receptors, in a series of diseases, both in internal medicine and in psychiatry (rheumatoid arthritis, inflammation, carcinoids, anxiety, depression, etc.). The concept of neuropeptides is now vastly expanded, as these molecules and their several receptors are now known to be widely distributed throughout the brain and the periphery with increasing evidence of paracrine and autocrine modes of action.",2004,28,4,1,0,0,2,0,1,1,0,0,0,0
e7781892866c0794f808130176237c5ec829212f,A low-energy electron diffraction analysis of the R30° structure of molecular nitrogen adsorbed on Ru(0001),Abstract The structural parameters of the R30° overlayer formed by N 2 adsorption on Ru(0001) have been determined by a LEED IV analysis. The N 2 molecules are coordinated to the surface at on-top sites with the interatomic axis perpendicular to the surface. The NN bond length turns out to be 1.10±0.04 A which equals the bond length of gaseous N 2 . The interaction of N 2 with Ru(0001) is characterized by a lack of pronounced substrate distortions.,1994,16,27,0,3,3,1,3,3,0,0,1,3,2
b669b5e7dc25c3464bf68f19542849d0117e83e0,Direct observation of Ga-rich microdomains in crack-free AlGaN grown on patterned GaN/sapphire substrates,"The strong three-dimensional modulation of the optical and structural properties due to the self-organized formation of Ga-rich AlGaN microdomains is directly imaged by spectrally and spatially resolved cathodoluminescence microscopy. The 5-μm-thick, crack-free AlGaN was grown on patterned GaN/sapphire templates periodically structured into trenches and terraces. During initial AlGaN overgrowth, the modulation of the local AlGaN stochiometry results in marble-like striations of Ga accumulation clearly reflecting the pattern periodicity. In contrast, after subsequent overgrowth, a homogeneous emission wavelength, i.e., a homogeneous aluminum content, is found near the sample surface. However, the strong rise of quantum efficiency directly above the trenches indicates a drastic improvement of material quality.",2002,7,16,1,1,1,3,1,3,1,1,0,0,1
25ceb01ba7fb1aa5d119997c1b793bcdad8c1cc1,The Link Between Supernovae and Gamma Ray Bursts,"Gamma ray bursts (GRBs) are believed to be the most energetic explosions in the universe since the Big Bang. In his Perspective, [Schmidt][1] discusses recent studies that provide evidence for a connection between supernovae and some GRBs. He highlights the report by [ Mazzali et al. ][2], who show that supernova 2003jd appears to be highly asymmetric, similar to an object blown apart by the jets that produce GRBs. This supernovae may thus be a GRB, with its jets pointed away from Earth when it exploded. The results resolve some of the questions regarding the supernova-GRB connection, but it remains unclear how a single mechanism can produce supernovae and the much more powerful GRBs in the distant universe.

 [1]: http://www.sciencemag.org/cgi/content/full/308/5726/1265
 [2]: http://www.sciencemag.org/cgi/content/short/308/5726/1284",2005,9,1,0,0,1,0,0,0,0,0,0,0,0
4c47e7bbb94b1b4836b6b5ee3c7dd5c2682931ef,"Letter: Nanaomycins A and B, new antibiotics produced by a strain of Streptomyces.",,1974,0,81,0,0,1,1,0,0,0,2,3,4,2
4d2a9056320d246edea68469821c8de7284297bc,The slow proton position-sensitive time of flight detector of the GAMS NA 12 2 experiment at CERN,"Abstract A large time-of-flight detector has been built by the GAMS NA12/2 experiment at CERN. It surrounds a 60 cm long liquid hydrogen target. With a time resolution better than σ = 350 ps, pion/proton separation is achieved up to a 800 MeV/c momentum.",1994,7,5,1,0,1,0,1,0,0,0,0,0,0
6d5213273f8f3e649e2ab723fcde34043e470755,Structure of the Intermediate State in Superconductors,,1954,0,37,1,0,0,1,3,3,1,2,0,0,1
